config,param,tau,res,l_scale,d_scale,n_scale,mean_range,stall_prop,mean_ratio,max_ratio,cut_average,cut_max,time_average,total_time
2,2,10,10,0.0,0.0,1.0,,,99.18530626290433,99.63867859600826,11529.3,11582.0,46.76422386169433,0.9134814739227295
2,2,10,10,0.0,0.0,1.5,,,99.24208534067446,99.73331039229181,11535.9,11593.0,47.63428153991699,0.7749097347259521
2,2,10,10,0.0,0.0,2.0,,,99.16551961459051,99.45801789401239,11527.0,11561.0,66.35364456176758,0.963773250579834
2,2,10,10,0.0,0.1,1.0,,,99.25757054370268,99.52684101858225,11537.7,11569.0,46.81284866333008,0.74839186668396
2,2,10,10,0.0,0.1,1.5,,,99.25498967653131,99.41500344115623,11537.4,11556.0,47.847708511352536,0.7584714889526367
2,2,10,10,0.0,0.1,2.0,,,99.32983482450103,99.79353062629043,11546.1,11600.0,51.75076179504394,0.8276221752166748
2,2,10,10,0.0,0.2,1.0,,,99.22832071576049,99.61286992429456,11534.3,11579.0,51.83253402709961,0.7997634410858154
2,2,10,10,0.0,0.2,1.5,,,99.26101169993117,99.47522367515485,11538.1,11563.0,55.52092170715332,0.8461017608642578
2,2,10,10,0.0,0.2,2.0,,,99.19562973158982,99.56125258086718,11530.5,11573.0,49.95020523071289,0.7905395030975342
2,2,10,10,0.25,0.0,1.0,,,99.23434273916035,99.44081211286992,11535.0,11559.0,44.81112937927246,0.7391555309295654
2,2,10,10,0.25,0.0,1.5,,,99.25154852030282,99.70750172057811,11537.0,11590.0,59.22097892761231,0.892108678817749
2,2,10,10,0.25,0.0,2.0,,,99.15261527873365,99.57845836200964,11525.5,11575.0,63.895507431030275,0.9515674114227295
2,2,10,10,0.25,0.1,1.0,,,99.24208534067446,99.50963523743978,11535.9,11567.0,52.53371810913086,0.8181149959564209
2,2,10,10,0.25,0.1,1.5,,,99.12594631796284,99.518238128011,11522.4,11568.0,53.27622413635254,0.8513376712799072
2,2,10,10,0.25,0.1,2.0,,,99.20337233310393,99.44941500344116,11531.4,11560.0,51.56411170959473,0.802269697189331
2,2,10,10,0.25,0.2,1.0,,,99.15691672401927,99.5698554714384,11526.0,11574.0,47.01582717895508,0.7610819339752197
2,2,10,10,0.25,0.2,1.5,,,99.19218857536133,99.5698554714384,11530.1,11574.0,53.48336639404297,0.8234755992889404
2,2,10,10,0.25,0.2,2.0,,,99.24036476256022,99.50963523743978,11535.7,11567.0,56.79700469970703,0.8486449718475342
2,2,10,10,0.5,0.0,1.0,,,98.10650378527185,98.58052305574672,11403.9,11459.0,62.75366706848145,0.9348814487457275
2,2,10,10,0.5,0.0,1.5,,,98.17446662078459,98.5203028217481,11411.8,11452.0,59.41328239440918,0.9755854606628418
2,2,10,10,0.5,0.0,2.0,,,98.3602890571232,98.82140399174122,11433.4,11487.0,65.15445251464844,0.9687283039093018
2,2,10,10,0.5,0.1,1.0,,,98.36114934618031,98.61493461803165,11433.5,11463.0,49.7033504486084,0.8117759227752686
2,2,10,10,0.5,0.1,1.5,,,98.23984858912594,98.45147969717826,11419.4,11444.0,43.20580139160156,0.7534425258636475
2,2,10,10,0.5,0.1,2.0,,,98.44631796283551,98.81280110117,11443.4,11486.0,50.833286666870116,0.7971229553222656
2,2,10,10,0.5,0.2,1.0,,,98.26307639366827,98.47728836889195,11422.1,11447.0,51.360255813598634,0.8008742332458496
2,2,10,10,0.5,0.2,1.5,,,98.22780454232623,98.90743289745355,11418.0,11497.0,54.384688186645505,0.8603153228759766
2,2,10,10,0.5,0.2,2.0,,,98.48847212663455,99.01927047487956,11448.3,11510.0,51.9490550994873,0.8366951942443848
3,2,10,10,0.0,0.0,0.5,4,,98.86183757742602,99.28596008258775,11491.7,11541.0,48.455423736572264,0.7687182426452637
3,2,10,10,0.0,0.0,1.0,4,,98.78441156228493,99.1913282863042,11482.7,11530.0,53.116703796386716,0.8325045108795166
3,2,10,10,0.0,0.1,0.5,4,,98.67257398485891,98.99346180316586,11469.7,11507.0,47.62928924560547,0.7823498249053955
3,2,10,10,0.0,0.1,1.0,4,,98.89022711631108,99.13110805230558,11495.0,11523.0,51.4968448638916,0.8004217147827148
3,2,10,10,0.0,0.2,0.5,4,,98.81538196834136,99.09669649002065,11486.3,11519.0,50.157538986206056,0.8088207244873047
3,2,10,10,0.0,0.2,1.0,4,,98.75860289057123,99.05368203716449,11479.7,11514.0,52.9202880859375,0.8259027004241943
3,2,10,10,0.0,0.3,0.5,4,,98.71300757054371,99.01927047487956,11474.4,11510.0,44.22049331665039,0.7455494403839111
3,2,10,10,0.0,0.3,1.0,4,,98.68203716448727,99.12250516173434,11470.8,11522.0,47.82741813659668,0.785353422164917
3,2,10,10,0.0,0.4,0.5,4,,98.8016173434274,99.11390227116311,11484.7,11521.0,56.71298179626465,0.8742868900299072
3,2,10,10,0.0,0.4,1.0,4,,98.77580867171369,99.32037164487268,11481.7,11545.0,67.4598560333252,0.9895365238189697
3,2,10,10,0.0,0.5,0.5,4,,98.69236063317274,98.90743289745355,11472.0,11497.0,53.429833221435544,0.823894739151001
3,2,10,10,0.0,0.5,1.0,4,,98.74311768754302,99.19993117687542,11477.9,11531.0,55.352284622192386,0.8611416816711426
3,2,10,10,0.25,0.0,0.5,4,,98.70784583620096,99.16551961459051,11473.8,11527.0,59.47969627380371,0.8970849514007568
3,2,10,10,0.25,0.0,1.0,4,,98.82914659325533,99.11390227116311,11487.9,11521.0,57.24308395385742,0.8617446422576904
3,2,10,10,0.25,0.1,0.5,4,,98.76376462491397,98.9762560220234,11480.3,11505.0,46.51016006469727,0.7652077674865723
3,2,10,10,0.25,0.1,1.0,4,,98.59686854783207,99.10529938059187,11460.9,11520.0,53.92445449829101,0.8331320285797119
3,2,10,10,0.25,0.2,0.5,4,,98.82226428079835,99.16551961459051,11487.1,11527.0,48.99757385253906,0.7842936515808105
3,2,10,10,0.25,0.2,1.0,4,,98.81710254645562,99.09669649002065,11486.5,11519.0,59.035308837890625,0.8744826316833496
3,2,10,10,0.25,0.3,0.5,4,,98.66139022711631,98.8988300068823,11468.4,11496.0,53.73336677551269,0.8177745342254639
3,2,10,10,0.25,0.3,1.0,4,,98.86011699931177,99.1913282863042,11491.5,11530.0,61.076358795166016,0.9202961921691895
3,2,10,10,0.25,0.4,0.5,4,,98.64418444597385,98.89022711631108,11466.4,11495.0,49.71608924865723,0.7904767990112305
3,2,10,10,0.25,0.4,1.0,4,,98.66225051617343,98.84721266345493,11468.5,11490.0,57.62607688903809,0.8718395233154297
3,2,10,10,0.25,0.5,0.5,4,,98.66311080523056,99.34618031658637,11468.6,11548.0,49.43255043029785,0.7956821918487549
3,2,10,10,0.25,0.5,1.0,4,,98.74655884377151,98.98485891259463,11478.3,11506.0,57.46929588317871,0.8694624900817871
3,2,10,10,0.5,0.0,0.5,4,,97.87938747419133,98.37405368203716,11377.5,11435.0,53.96353607177734,0.8976395130157471
3,2,10,10,0.5,0.0,1.0,4,,97.8897109428768,98.27081899518238,11378.7,11423.0,49.833530044555665,0.7898123264312744
3,2,10,10,0.5,0.1,0.5,4,,97.76754989676532,98.28802477632485,11364.5,11425.0,58.27674827575684,0.9276478290557861
3,2,10,10,0.5,0.1,1.0,4,,97.80282174810736,98.24501032346869,11368.6,11420.0,64.45183029174805,0.9391498565673828
3,2,10,10,0.5,0.2,0.5,4,,97.87508602890571,98.34824501032347,11377.0,11432.0,47.439558029174805,0.7783064842224121
3,2,10,10,0.5,0.2,1.0,4,,98.13145216792843,98.70096352374398,11406.8,11473.0,51.15462455749512,0.8121781349182129
3,2,10,10,0.5,0.3,0.5,4,,97.58774948382657,98.02133516861666,11343.6,11394.0,48.23224296569824,0.7771890163421631
3,2,10,10,0.5,0.3,1.0,4,,97.90433585684791,98.5203028217481,11380.4,11452.0,51.79082565307617,0.814340353012085
3,2,10,10,0.5,0.4,0.5,4,,97.8854094975912,98.52890571231934,11378.2,11453.0,54.83969688415527,0.8391265869140625
3,2,10,10,0.5,0.4,1.0,4,,97.83121128699243,98.47728836889195,11371.9,11447.0,61.8172004699707,0.9060227870941162
3,2,10,10,0.5,0.5,0.5,4,,97.88799036476256,98.3568479008947,11378.5,11433.0,47.582773971557614,0.7777321338653564
3,2,10,10,0.5,0.5,1.0,4,,97.88626978664831,98.21059876118376,11378.3,11416.0,50.891375350952146,0.8031160831451416
4,2,10,10,0.0,0.0,0.5,,0.5,98.7276324845148,99.35478320715761,11476.1,11549.0,46.66282272338867,0.7913923263549805
4,2,10,10,0.0,0.0,1.0,,0.5,98.87216104611149,99.17412250516173,11492.9,11528.0,52.025180435180665,0.8349487781524658
4,2,10,10,0.0,0.1,0.5,,0.5,98.7164487267722,99.14831383344804,11474.8,11525.0,54.301869583129886,0.8587162494659424
4,2,10,10,0.0,0.1,1.0,,0.5,98.8239848589126,99.16551961459051,11487.3,11527.0,50.44428176879883,0.8330197334289551
4,2,10,10,0.0,0.2,0.5,,0.5,98.67343427391603,98.8988300068823,11469.8,11496.0,52.80110092163086,0.8461110591888428
4,2,10,10,0.0,0.2,1.0,,0.5,98.7981761871989,99.16551961459051,11484.3,11527.0,49.92817268371582,0.8154487609863281
4,2,10,10,0.0,0.3,0.5,,0.5,98.68805918788713,98.9762560220234,11471.5,11505.0,45.972025299072264,0.8087594509124756
4,2,10,10,0.0,0.3,1.0,,0.5,98.75774260151411,99.19993117687542,11479.6,11531.0,51.81767692565918,0.8320283889770508
4,2,10,10,0.25,0.0,0.5,,0.5,98.61149346180316,98.92463867859601,11462.6,11499.0,47.2151294708252,0.7804293632507324
4,2,10,10,0.25,0.0,1.0,,0.5,98.74225739848589,99.1913282863042,11477.8,11530.0,56.52676429748535,0.9256894588470459
4,2,10,10,0.25,0.1,0.5,,0.5,98.61837577426014,98.85581555402615,11463.4,11491.0,46.47505569458008,0.7850463390350342
4,2,10,10,0.25,0.1,1.0,,0.5,98.66225051617343,99.01927047487956,11468.5,11510.0,67.40242576599121,0.9905831813812256
4,2,10,10,0.25,0.2,0.5,,0.5,98.65278733654507,98.87302133516862,11467.4,11493.0,54.2955322265625,0.8524727821350098
4,2,10,10,0.25,0.2,1.0,,0.5,98.66311080523056,99.03647625602203,11468.6,11512.0,50.621541595458986,0.8356113433837891
4,2,10,10,0.25,0.3,0.5,,0.5,98.80505849965589,99.11390227116311,11485.1,11521.0,46.42464027404785,0.8146793842315674
4,2,10,10,0.25,0.3,1.0,,0.5,98.83774948382657,99.26875430144528,11488.9,11539.0,50.296173095703125,0.8155434131622314
4,2,10,10,0.5,0.0,0.5,,0.5,97.65141087405368,98.02133516861666,11351.0,11394.0,58.584438705444335,0.8951659202575684
4,2,10,10,0.5,0.0,1.0,,0.5,97.80540261527874,98.12456985547144,11368.9,11406.0,50.47826499938965,0.8193986415863037
4,2,10,10,0.5,0.1,0.5,,0.5,97.76927047487956,98.27081899518238,11364.7,11423.0,57.13313636779785,0.8815135955810547
4,2,10,10,0.5,0.1,1.0,,0.5,97.75464556090847,98.1933929800413,11363.0,11414.0,49.25181503295899,0.804288387298584
4,2,10,10,0.5,0.2,0.5,,0.5,97.59549208534068,98.08155540261528,11344.5,11401.0,45.79245147705078,0.8412866592407227
4,2,10,10,0.5,0.2,1.0,,0.5,97.9077770130764,98.36545079146593,11380.8,11434.0,54.040131378173825,0.8671722412109375
4,2,10,10,0.5,0.3,0.5,,0.5,97.7856159669649,98.31383344803854,11366.6,11428.0,44.60655975341797,0.7550070285797119
4,2,10,10,0.5,0.3,1.0,,0.5,97.69958706125259,98.04714384033035,11356.6,11397.0,49.48456954956055,0.8106827735900879
2,2,100,10,0.0,0.0,1.0,,,99.08981417756367,99.27735719201652,11518.2,11540.0,55.073385620117186,0.9779174327850342
2,2,100,10,0.0,0.0,1.5,,,99.1354094975912,99.69889883000688,11523.5,11589.0,49.41872634887695,0.7761054039001465
2,2,100,10,0.0,0.0,2.0,,,99.2506882312457,99.42360633172746,11536.9,11557.0,54.835276412963864,0.8439300060272217
2,2,100,10,0.0,0.1,1.0,,,99.08895388850654,99.40640055058499,11518.1,11555.0,47.88479995727539,0.7611157894134521
2,2,100,10,0.0,0.1,1.5,,,99.07690984170681,99.44941500344116,11516.7,11560.0,62.46556549072265,0.9251446723937988
2,2,100,10,0.0,0.1,2.0,,,99.16465932553338,99.46662078458363,11526.9,11562.0,61.41971549987793,0.919769287109375
2,2,100,10,0.0,0.2,1.0,,,99.0726083964212,99.44081211286992,11516.2,11559.0,47.890202331542966,0.8881757259368896
2,2,100,10,0.0,0.2,1.5,,,99.15605643496215,99.65588437715073,11525.9,11584.0,64.96758689880372,0.9560167789459229
2,2,100,10,0.0,0.2,2.0,,,99.12594631796284,99.50963523743978,11522.4,11567.0,57.62904396057129,0.869722843170166
2,2,100,10,0.25,0.0,1.0,,,99.17412250516173,99.57845836200964,11528.0,11575.0,66.65973472595215,1.0155179500579834
2,2,100,10,0.25,0.0,1.5,,,99.11390227116311,99.36338609772884,11521.0,11550.0,46.52925109863281,0.7950057983398438
2,2,100,10,0.25,0.0,2.0,,,99.16035788024776,99.45801789401239,11526.4,11561.0,58.77892417907715,0.8731157779693604
2,2,100,10,0.25,0.1,1.0,,,99.07777013076394,99.50963523743978,11516.8,11567.0,54.24289665222168,0.9226257801055908
2,2,100,10,0.25,0.1,1.5,,,99.08121128699243,99.56125258086718,11517.2,11573.0,59.39881553649902,0.8849003314971924
2,2,100,10,0.25,0.1,2.0,,,99.1397109428768,99.46662078458363,11524.0,11562.0,50.96937866210938,0.7983670234680176
2,2,100,10,0.25,0.2,1.0,,,99.15605643496215,99.518238128011,11525.9,11568.0,55.780303192138675,0.8459641933441162
2,2,100,10,0.25,0.2,1.5,,,99.06400550584996,99.79353062629043,11515.2,11600.0,57.09702072143555,0.8692147731781006
2,2,100,10,0.25,0.2,2.0,,,99.07002752924983,99.33757742601514,11515.9,11547.0,69.88513984680176,1.0291526317596436
2,2,100,10,0.5,0.0,1.0,,,97.62732278045424,98.1417756366139,11348.2,11408.0,73.00688667297364,1.0446131229400635
2,2,100,10,0.5,0.0,1.5,,,98.16844459738472,98.7095664143152,11411.1,11474.0,59.60660820007324,0.9094247817993164
2,2,100,10,0.5,0.0,2.0,,,98.12887130075705,98.49449415003441,11406.5,11449.0,54.417820358276366,0.8485898971557617
2,2,100,10,0.5,0.1,1.0,,,97.86132140399174,98.40846524432209,11375.4,11439.0,48.46602210998535,0.7896945476531982
2,2,100,10,0.5,0.1,1.5,,,97.97401927047488,98.34824501032347,11388.5,11432.0,57.618431091308594,0.8850967884063721
2,2,100,10,0.5,0.1,2.0,,,97.95509291121817,98.47728836889195,11386.3,11447.0,58.856780242919925,0.8904194831848145
2,2,100,10,0.5,0.2,1.0,,,97.856159669649,98.331039229181,11374.8,11430.0,53.58037796020508,0.8577954769134521
2,2,100,10,0.5,0.2,1.5,,,97.97401927047488,98.43427391603579,11388.5,11442.0,53.03877143859863,0.8303849697113037
2,2,100,10,0.5,0.2,2.0,,,97.89401238816242,98.36545079146593,11379.2,11434.0,50.54000701904297,0.7897205352783203
3,2,100,10,0.0,0.0,0.5,4,,98.77408809359945,99.09669649002065,11481.5,11519.0,51.260851287841795,0.8129193782806396
3,2,100,10,0.0,0.0,1.0,4,,98.8429112181693,99.07088781830696,11489.5,11516.0,53.741356658935544,0.8325982093811035
3,2,100,10,0.0,0.1,0.5,4,,98.64676531314522,99.01066758430832,11466.7,11509.0,56.77627182006836,0.8711860179901123
3,2,100,10,0.0,0.1,1.0,4,,98.67859600825878,99.06228492773572,11470.4,11515.0,57.149926376342776,0.9005496501922607
3,2,100,10,0.0,0.2,0.5,4,,98.69580178940124,98.92463867859601,11472.4,11499.0,50.6376766204834,0.7950339317321777
3,2,100,10,0.0,0.2,1.0,4,,98.65794907088782,99.02787336545079,11468.0,11511.0,51.96794548034668,0.8124070167541504
3,2,100,10,0.0,0.3,0.5,4,,98.74569855471438,99.18272539573297,11478.2,11529.0,52.354867172241214,0.7969903945922852
3,2,100,10,0.0,0.3,1.0,4,,98.75516173434274,99.22573984858913,11479.3,11534.0,57.99687957763672,0.8739099502563477
3,2,100,10,0.0,0.4,0.5,4,,98.63988300068823,99.14831383344804,11465.9,11525.0,47.40924491882324,0.7549498081207275
3,2,100,10,0.0,0.4,1.0,4,,98.62783895388851,98.9762560220234,11464.5,11505.0,53.38787422180176,0.8365509510040283
3,2,100,10,0.0,0.5,0.5,4,,98.66397109428767,99.07949070887818,11468.7,11517.0,45.80575942993164,0.742621898651123
3,2,100,10,0.0,0.5,1.0,4,,98.63816242257398,98.88162422573986,11465.7,11494.0,61.38190116882324,0.9487080574035645
3,2,100,10,0.25,0.0,0.5,4,,98.60805230557467,98.90743289745355,11462.2,11497.0,48.44538536071777,0.7849035263061523
3,2,100,10,0.25,0.0,1.0,4,,98.66913282863042,99.08809359944941,11469.3,11518.0,54.48681716918945,0.8362259864807129
3,2,100,10,0.25,0.1,0.5,4,,98.68633860977289,98.9504473503097,11471.3,11502.0,49.963907623291014,0.8047747611999512
3,2,100,10,0.25,0.1,1.0,4,,98.77408809359945,99.08809359944941,11481.5,11518.0,47.95593948364258,0.7982282638549805
3,2,100,10,0.25,0.2,0.5,4,,98.69236063317274,99.31176875430144,11472.0,11544.0,47.225948333740234,0.7708232402801514
3,2,100,10,0.25,0.2,1.0,4,,98.78527185134205,99.07949070887818,11482.8,11517.0,56.08519020080566,0.8919353485107422
3,2,100,10,0.25,0.3,0.5,4,,98.57966276668961,98.7611837577426,11458.9,11480.0,58.55972175598144,0.8913559913635254
3,2,100,10,0.25,0.3,1.0,4,,98.69494150034411,99.06228492773572,11472.3,11515.0,50.468946838378905,0.7928311824798584
3,2,100,10,0.25,0.4,0.5,4,,98.51858224363386,98.75258086717137,11451.8,11479.0,46.79285430908203,0.7795412540435791
3,2,100,10,0.25,0.4,1.0,4,,98.57450103234687,98.9504473503097,11458.3,11502.0,52.0335205078125,0.8632161617279053
3,2,100,10,0.25,0.5,0.5,4,,98.70268410185822,99.20853406744666,11473.2,11532.0,48.31075210571289,0.8027477264404297
3,2,100,10,0.25,0.5,1.0,4,,98.66655196145905,99.17412250516173,11469.0,11528.0,53.54636421203613,0.8986983299255371
3,2,100,10,0.5,0.0,0.5,4,,97.69098417068135,98.22780454232623,11355.6,11418.0,63.27975082397461,0.9603064060211182
3,2,100,10,0.5,0.0,1.0,4,,97.6152787336545,97.99552649690295,11346.8,11391.0,56.97613754272461,0.9096415042877197
3,2,100,10,0.5,0.1,0.5,4,,97.8191672401927,98.36545079146593,11370.5,11434.0,52.17543029785156,0.9016764163970947
3,2,100,10,0.5,0.1,1.0,4,,97.79938059187887,98.52890571231934,11368.2,11453.0,72.22229652404785,1.0670852661132812
3,2,100,10,0.5,0.2,0.5,4,,97.5111837577426,97.89229181004818,11334.7,11379.0,67.54996490478516,1.0188703536987305
3,2,100,10,0.5,0.2,1.0,4,,97.59377150722642,98.08155540261528,11344.3,11401.0,60.92771492004395,0.9635319709777832
3,2,100,10,0.5,0.3,0.5,4,,97.51376462491397,98.13317274604267,11335.0,11407.0,55.255007934570315,0.9345693588256836
3,2,100,10,0.5,0.3,1.0,4,,97.6668960770819,98.04714384033035,11352.8,11397.0,70.90554580688476,1.0557599067687988
3,2,100,10,0.5,0.4,0.5,4,,97.48279421885753,97.99552649690295,11331.4,11391.0,52.73842849731445,0.8259530067443848
3,2,100,10,0.5,0.4,1.0,4,,97.54645560908465,97.90949759119064,11338.8,11381.0,58.361317825317386,0.8965585231781006
3,2,100,10,0.5,0.5,0.5,4,,97.66861665519615,97.9525120440468,11353.0,11386.0,49.273382568359374,0.8155460357666016
3,2,100,10,0.5,0.5,1.0,4,,97.74002064693737,98.39986235375086,11361.3,11438.0,55.244150924682614,0.8629879951477051
4,2,100,10,0.0,0.0,0.5,,0.5,98.65536820371645,98.94184445973848,11467.7,11501.0,56.067817306518556,0.9007151126861572
4,2,100,10,0.0,0.0,1.0,,0.5,98.85065381968342,99.39779766001377,11490.4,11554.0,56.53380432128906,0.909722089767456
4,2,100,10,0.0,0.1,0.5,,0.5,98.68891947694425,98.96765313145217,11471.6,11504.0,49.4735107421875,0.8307716846466064
4,2,100,10,0.0,0.1,1.0,,0.5,98.63644184445974,98.93324156916724,11465.5,11500.0,54.84960289001465,0.8708186149597168
4,2,100,10,0.0,0.2,0.5,,0.5,98.75258086717137,99.11390227116311,11479.0,11521.0,48.40846748352051,0.7996714115142822
4,2,100,10,0.0,0.2,1.0,,0.5,98.62095664143152,99.20853406744666,11463.7,11532.0,57.86059799194336,0.9031581878662109
4,2,100,10,0.0,0.3,0.5,,0.5,98.60203028217481,99.08809359944941,11461.5,11518.0,47.94488334655762,0.8014652729034424
4,2,100,10,0.0,0.3,1.0,,0.5,98.64332415691672,99.11390227116311,11466.3,11521.0,57.43930282592773,0.9235577583312988
4,2,100,10,0.25,0.0,0.5,,0.5,98.6424638678596,98.83860977288369,11466.2,11489.0,49.91573066711426,0.8212738037109375
4,2,100,10,0.25,0.0,1.0,,0.5,98.50653819683414,98.80419821059876,11450.4,11485.0,54.9212158203125,0.8822433948516846
4,2,100,10,0.25,0.1,0.5,,0.5,98.49965588437715,98.78699242945629,11449.6,11483.0,49.15994873046875,0.8049829006195068
4,2,100,10,0.25,0.1,1.0,,0.5,98.59600825877494,98.94184445973848,11460.8,11501.0,53.06999969482422,0.8652071952819824
4,2,100,10,0.25,0.2,0.5,,0.5,98.59858912594632,98.94184445973848,11461.1,11501.0,48.86800918579102,0.8878135681152344
4,2,100,10,0.25,0.2,1.0,,0.5,98.73537508602891,99.13110805230558,11477.0,11523.0,51.78139533996582,0.8798260688781738
4,2,100,10,0.25,0.3,0.5,,0.5,98.60719201651754,98.85581555402615,11462.1,11491.0,62.705894470214844,1.0438640117645264
4,2,100,10,0.25,0.3,1.0,,0.5,98.60375086028905,98.8988300068823,11461.7,11496.0,54.15542335510254,0.865973711013794
4,2,100,10,0.5,0.0,0.5,,0.5,97.54129387474191,98.43427391603579,11338.2,11442.0,53.49414138793945,0.8649160861968994
4,2,100,10,0.5,0.0,1.0,,0.5,97.41741225051618,97.84067446662078,11323.8,11373.0,62.56973495483398,0.9837217330932617
4,2,100,10,0.5,0.1,0.5,,0.5,97.51634549208534,97.89229181004818,11335.3,11379.0,51.11608352661133,0.8641006946563721
4,2,100,10,0.5,0.1,1.0,,0.5,97.59033035099793,97.9008947006194,11343.9,11380.0,52.48823013305664,0.8948037624359131
4,2,100,10,0.5,0.2,0.5,,0.5,97.58602890571233,98.1675843083276,11343.4,11411.0,45.83503303527832,0.778249979019165
4,2,100,10,0.5,0.2,1.0,,0.5,97.37181693048865,97.77185134205092,11318.5,11365.0,56.946847915649414,0.9365749359130859
4,2,100,10,0.5,0.3,0.5,,0.5,97.50258086717137,97.9008947006194,11333.7,11380.0,50.0203140258789,0.8702280521392822
4,2,100,10,0.5,0.3,1.0,,0.5,97.70130763936683,98.09876118375774,11356.8,11403.0,53.54870452880859,0.8776047229766846
